Company Name,Country,Location & Zone,Description
Johnson Matthey Chemicals India Pvt Ltd,IN,"Visit us at stand RH.K04 , subevent CPHI India 2025",
Biomed Pharma,IN,"Visit us at stand RH.E44 , subevent CPHI India 2025",
Pellucid Lifesciences Pvt Ltd,IN,"Visit us at stand RH.D45 , subevent CPHI India 2025",
GPHC / Glocare,IN,"Visit us at stand RH.J03 , subevent CPHI India 2025","Global Pharma Healthcare (GPH)/Glocare Group is an EU-GMP and WHO-GMP certified pharmaceutical company with over 700 products registered across 40+ countries, exporting to the UK, Europe, Asia, Africa, and South America. We specialize in contract ma..."
Chematek Finechemicals India Pvt. Limited,IN,"Visit us at stand 7.M08 , subevent CPHI India 2025",
Anshika Polysurf Limited,IN,"Visit us at stand RH.J04 , subevent CPHI India 2025",
Harman Plastic Industries,IN,"Visit us at stand RH.J61 , subevent P-MEC India 2025",
Stefab India Limited,IN,"Visit us at stand RH.G62 , subevent P-MEC India 2025",
Alfelder Kunststoffwerke Private Limited,IN,"Visit us at stand RH.J39 , subevent P-MEC India 2025",
Integrated Project Management Services,IN,"Visit us at stand 15.D53 , subevent P-MEC India 2025",
Think Lean Prefab Systems Private Limited,IN,"Visit us at stand RH.J41 , subevent P-MEC India 2025",
Spark Scientific Private Limited,IN,"Visit us at stand RH.D61 , subevent P-MEC India 2025",
S.Anand Packaging Pvt. Ltd,IN,"Visit us at stand RH.D72 , subevent P-MEC India 2025","We are self Adhesive label and shrink sleeves labels manufacturer based in Noida, India. We have all major certifications including GMI and follow global best practices in manufacturing of labels. We are currently supplying labels to all major pharm..."
Petrelplus Inc Mumbai,IN,"Visit us at stand RH.D62 , subevent P-MEC India 2025",
Omori India Private Limited,IN,"Visit us at stand RH.B09 , subevent P-MEC India 2025",
M K Cleanroom project Private Limited,IN,"Visit us at stand RH.L68 , subevent P-MEC India 2025",
Material Intelligence Lab,IN,"Visit us at stand RH.K39 , subevent P-MEC India 2025","M19 Lab specializes in advanced Filter Integrity Testing instruments designed for the pharmaceutical and biotech industries. With deep expertise in membrane filtration, we deliver high-precision, 21 CFR Part 11-compliant systems that ensure sterilit..."
Ketav Consultants,IN,"Visit us at stand RH.K44 , subevent P-MEC India 2025",
J Pack Engineers Private Limited,IN,"Visit us at stand RH.G66 , subevent P-MEC India 2025",
Eltech Engineers Private Limited,IN,"Visit us at stand RH.J53 , subevent P-MEC India 2025",
Chemo Fab Industries LLP,IN,"Visit us at stand RH.J37 , subevent P-MEC India 2025","Chemo Fab is specialized in designing, manufacturing and providing high-quality equipment for separating solids from liquids since 1979. We are the leader, in the production of centrifuges in the pharmaceutical (API - Active Pharmaceutical Ingredien..."
Biomerieux India Private Limited,IN,"Visit us at stand RH.L25 , subevent P-MEC India 2025",
Bioage Equipment & Services,IN,"Visit us at stand RH.K55 , subevent P-MEC India 2025",
Binny Wads Private Limited,IN,"Visit us at stand RH.J25 , subevent P-MEC India 2025",
Bhuvan Engineering,IN,"Visit us at stand RH.J33 , subevent P-MEC India 2025",
Art In Art,IN,"Visit us at stand RH.J47 , subevent P-MEC India 2025",
Coralpt Worldwide Private Limited,IN,"Visit us at stand RH.N32 , subevent P-MEC India 2025","CoralPT Worldwide Pvt. Ltd. is a leading engineering company providing comprehensive solutions for various industries, including pharmaceuticals, chemicals, APIs, agrochemicals, food and beverages, cosmetics, and nutraceuticals. The company prides i..."
Alexanderwerk GmbH,DE,"Visit us at stand 10.C26 , subevent P-MEC India 2025","Alexanderwerk is a worldwide leading group of companies in the sector of dry compaction and granulation. As an internationally operating company, we have been providing high-quality and technically demanding machines and solutions for the chemical, pharmaceutical and food industry as well as for LifeScience and nuclear..."
PR Pharma Engineers Pvt Ltd,IN,"Visit us at stand 15A.C24 , subevent P-MEC India 2025",
Rommelag Engineering Private Limited,IN,"Visit us at stand 10.A11 , subevent P-MEC India 2025",
Koerber Pharma Private Limited,DE,"Visit us at stand 10.B19 , subevent P-MEC India 2025",
Herding GmbH Filtertechnik,DE,"Visit us at stand 15A.C64A , subevent P-MEC India 2025",
DPB Antibiotics,IN,"Visit us at stand 3.D02 , subevent CPHI India 2025",
Barentz India Pvt Ltd,IN,"Visit us at stand 8.R09 , subevent CPHI India 2025","Barentz International is a global life science ingredients distributor specializing in human nutrition, pharmaceuticals, personal care, performance materials, and animal nutrition, creating unique synergies across all fields of expertise. We deliver..."
Apitoria Pharma Pvt Ltd,IN,"Visit us at stand 2.F02 , subevent CPHI India 2025",
ALFA Pipes & Tubes,IN,"Visit us at stand 14.C52 , subevent P-MEC India 2025",
Aimil Ltd.,IN,"Visit us at stand 14.F56 , subevent P-MEC India 2025",
Steerlife,IN,"Visit us at stand RH.A66 & RH.J06 , subevent P-MEC India 2025 & CPHI India 2025",
Royal Pharma,IN,"Visit us at stand RH.N29 , subevent CPHI India 2025","Royal Pharma is a USFDA-Approved, WHO-GMP, ISO-certified manufacturing company engages in development & commercialization of ,APIs,Advanced intermediates & CDMO/CMO offerings with experience over 15 years catering to Innovators and generic partners ..."
Sabiha Research & Development LLP,IN,"Visit us at stand RH.E56 , subevent CPHI India 2025",
BLD Pharmatech (India) Pvt Ltd,CN,"Visit us at stand 8.Q38 , subevent CPHI India 2025","Founded in 2014 and headquartered in Shanghai, China, BLD Pharmatech Ltd. is a leading manufacturer and supplier of diverse research chemicals. With over 600,000 items, scale-up manufacturing capabilities, and customized services, we offer a compreh..."
Samarth Biorigins LLP,IN,"Visit us at stand RH.K19 , subevent CPHI India 2025","Samarth Biorigins, is a reputed focused company, have been in the business of manufacturing Lyophilised products, Liposomes having carved a niche in the field of Liposomes. We're a specialty ingredient developing and manufacturing company based out ..."
Daffodil Pharmachem Pvt Ltd,IN,"Visit us at stand RH.D38 , subevent CPHI India 2025","A Global Leader in Citrate Derivatives – Backed by 30+ Years of Excellence With over three decades of specialized expertise, Daffodil Pharmachem is a trusted name in the manufacturing of high-quality Citrate derivatives. Operating from a WHO-GMP approved, FDA-registered facility, we adhere to rigorous HACCP protoc..."
"Ennature Biopharma, A division of India Glycols Ltd",IN,"Visit us at stand 3.D19 , subevent CPHI India 2025",
Yogi Intermediates Pvt Ltd,IN,"Visit us at stand RH.G58 , subevent CPHI India 2025",Yogi Intermediates Pvt Ltd is a pharmaceutical intermediates manufacturer known for its commitment to quality and excellence. They specialize in producing high-quality intermediates used in the pharmaceutical industry. With a focus on quality contro...
Exor International SPA,IT,"Visit us at stand 12.C48 , subevent P-MEC India 2025",
Bharat Rasayan,IN,"Visit us at stand RH.M32 , subevent CPHI India 2025",
Suraj Laboratories Pvt Ltd,IN,"Visit us at stand RH.G40 , subevent CPHI India 2025","Suraj Laboratories is a pure play API cGMP Company and offers Generic and Future Generic APIs and advanced Intermediates R&D and Manufacturing Services. Started in FY2022 with Synthetic Research & Development Center, Suraj Laboratories now operate a..."
Kuraray India Pvt Ltd,IN,"Visit us at stand 1A.O05 , subevent CPHI India 2025",
Masseprazise,IN,"Visit us at stand 14.C55 , subevent P-MEC India 2025","The MassePrazise is manufacture of analytical/ Calibration weights manufacturing company and catering top pharmaceuticals of India. MassePrazise is also doing export to GCC, Asia Pacific and South American Countries."
VJ Instruments,IN,"Visit us at stand RH.M55 , subevent P-MEC India 2025","Whether you're in the pharmaceutical industry, working on the pelletization process, seeking simple solutions for transdermal patch production, or delving into behavioral research to gain crucial insights, we've got your needs covered. Our products ..."
Cerata Pharmaceuticals LLP,IN,"Visit us at stand RH.N11 , subevent CPHI India 2025","Cerata Pharmaceuticals LLP is a distinguished name in the pharmaceutical industry, established as a reliable manufacturer of Active Pharmaceutical Ingredients (APIs) and a trusted API Manufacturer for the leading pharmaceutical companies of the world and also among the worlds top API manufacturers. Our commitment to qual..."
Damaira Pharmaceuticals Pvt Ltd,IN,"Visit us at stand RH.N18 , subevent CPHI India 2025","Damaira Pharmaceuticals runs a well-established manufacturing facility which is solely dedicated to the production of FinshedCarbapenem Dry Powder Injections, a class of strong antibiotics used for treating severe bacterial infections. The facility ..."
Om Packaging,IN,"Visit us at stand RH.B56 , subevent P-MEC India 2025","At Om Packaging, we specialize in manufacturing a wide range of Fibre Drums —from cylindrical to square —catering to global needs. Our commitment to sustainability and innovation has earned partnerships with the top 5% of companies in the Pharmaceut..."
Pharmagate Solutions Private Limited,IN,"Visit us at stand RH.A57 , subevent P-MEC India 2025",
Looking Up Business Solution,IN,"Visit us at stand RH.A71 , subevent P-MEC India 2025",
BASF India Limited,IN,"Visit us at stand 6.O35 , subevent CPHI India 2025",
Chromachemie Laboratory Private Limited,IN,"Visit us at stand 7.P06 , subevent CPHI India 2025","Chromachemie Laboratory Private Limited is a science-based organization and is globally one of the leading providers of Pharmaceutical Reference Standards. We are the authorized distributors for USP, ATCC, CIL, DAISO in India and a one stop source f..."
9M India Limited,IN,"Visit us at stand 1A.K12 , subevent CPHI India 2025",
Vorx Industrial Solutions,IN,"Visit us at stand 14.C56 , subevent P-MEC India 2025",
Filtromix Equipments LLP,IN,"Visit us at stand 12.F36 , subevent P-MEC India 2025",
Novo Excipients Pvt Ltd.,IN,"Visit us at stand 6.P36 , subevent CPHI India 2025","NOVO EXCIPIENTS PVT. LTD. is premier pharma excipients and tablet film coating company from India, dedicated to delivering excellence in every aspect of our operations. With over 40+years of experience in customised Ready-Mix tablet film coating sol..."
Valence Labs Pvt Ltd,IN,"Visit us at stand RH.E57 , subevent CPHI India 2025",
Technocrats,IN,"Visit us at stand 12.C42 , subevent P-MEC India 2025",
Foxx Life Sciences Private Limited,IN,"Visit us at stand 12.C44 , subevent P-MEC India 2025",
Dhanraj Sugars Pvt Ltd,IN,"Visit us at stand RH.D43 , subevent CPHI India 2025",
Nutricore Bioscience Pvt Ltd,IN,"Visit us at stand RH.G50 , subevent CPHI India 2025",
HOF Pharmaceuticals Ltd,IN,"Visit us at stand RH.J17 , subevent CPHI India 2025",
Nandan Petrochem Limited,IN,"Visit us at stand 7.Q05 , subevent CPHI India 2025",Revolutionizing Material Handling in the Chemical and Pharma Industries with Nandan GSE Your Engineering Ally in Streamlined Efficiency and Unmatched Safety Nandan GSE has established itself as the leading innovator in providing material handling so...
Biolaxi Enzymes Pvt. Ltd,IN,"Visit us at stand RH.D44 , subevent CPHI India 2025",
A&C Pharma Specialities LLP,IN,"Visit us at stand RH.D50 , subevent CPHI India 2025","A&C PharmaSpecialities LLP has 35 years of experience in the pharmaceutical industry. We import & export API & Intermediates having regulatory approvals. In our Medical Devices vertical, we collaborate with leading international manufacturers provid..."
Maybi Pharmaceutical Lactose,TR,"Visit us at stand 2.C33 , subevent CPHI India 2025",
Lucent Biotech Ltd,IN,"Visit us at stand 1A.C03 , subevent CPHI India 2025","Lucent Biotech Limited, INDIA is a Contract manufacturer of FINISHED DOSAGES Formulations( Tablets, Capsules & Oral liquid). Our Accreditations - WHO GMP, PPB-KENYA, NAFDAC-NIGERIA, MOH-CAMBODIA, FDA-PHILIPPINES(PTR) and applied FDA-GHANA. Lucent s..."
Alkaloids Bioactives Private Limited,IN,"Visit us at stand RH.F46 , subevent CPHI India 2025","Alkaloids Bioactives Pvt Ltd  (formerly Alkaloids Pvt Ltd Unit-II) is a leading manufacturer of plant-based APIs, Nutraceuticals, and Cosmeceuticals . A group company of Alkaloids Corporation (est. 1967), we specialize in custom botanical extracts. Our facility is inspected by US FDA, TGA, NMPA, and CDSCO.  ..."
Propix Technologies Private Limited,IN,"Visit us at stand RH.E62 , subevent P-MEC India 2025",
Catalogic Technologies LLP,IN,"Visit us at stand 1A.N01 , subevent CPHI India 2025","Catalogic Technologies LLP offering catalysts based on various precious metals such as Palladium, Platinum, Rhodium, Ruthenium, spent catalyst recycling services. Our Unit-2 in Additional Patalganga also produce raney type Nickel catalyst along with..."
Meck Pharmaceuticals & Chemicals Pvt Ltd,IN,"Visit us at stand RH.D29 , subevent CPHI India 2025","We are manufacturers of APIs, Advanced Intermediates, Nutraceuticals, Phase Transfer Catalysts, Bulk Drugs and Specialty Chemicals. Our 2 manufacturing facilities are located in western part of India with head quarters in Ahmedabad, Gujarat and anot..."
Multani Pharmaceuticals Ltd,IN,"Visit us at stand 1A.G08 , subevent CPHI India 2025",
Lucky Deep Cleanroom Pvt Ltd,IN,"Visit us at stand 15A.A12 , subevent P-MEC India 2025",
Syntec Airflow Systems,IN,"Visit us at stand 14.C31 , subevent P-MEC India 2025",
Shreya Life Science Pvt Ltd,IN,"Visit us at stand RH.G46 , subevent CPHI India 2025",
Clariant India Pvt Ltd,IN,"Visit us at stand 6.O05 , subevent CPHI India 2025",
Speed Seals Engineering,IN,"Visit us at stand 15A.C30 , subevent P-MEC India 2025",
Vibcare Healthcare Pvt. Ltd.,IN,"Visit us at stand 1A.C05 , subevent CPHI India 2025",
Prime Care Technology Pvt Ltd,IN,"Visit us at stand 15.B57 , subevent P-MEC India 2025",
Joyam Engineers & Consultants Pvt Ltd,IN,"Visit us at stand 15A.B61 , subevent P-MEC India 2025",
Fermex Solutions LLP,IN,"Visit us at stand 15A.C27 , subevent P-MEC India 2025","Fermex Solutions LLP, a collaborative effort by three passionate engineers, specializes in cutting-edge fermentation equipment. We prioritize client feedback and continuously enhance our fermenters for real-time performance. With a multidisciplinary..."
Aureole Pharma Pvt. Ltd.,IN,"Visit us at stand RH.B05 , subevent P-MEC India 2025",
TeknoKroma India Private Limited,IN,"Visit us at stand 15.B23 , subevent P-MEC India 2025",
Sotax India Pvt. Ltd.,IN,"Visit us at stand RH.C61 , subevent P-MEC India 2025",
Prachi International Lights,IN,"Visit us at stand RH.A49 , subevent P-MEC India 2025",
Impact Engineers,IN,"Visit us at stand RH.C26 , subevent P-MEC India 2025",
Hygro Tech Enginners,IN,"Visit us at stand RH.A33 , subevent P-MEC India 2025",
Adroitix Engineering LLP,IN,"Visit us at stand RH.B66 , subevent P-MEC India 2025","AiX stands as a leading Pharmaceutical Engineering Consultant in India, holding international recognition for providing integrated engineering solutions. Our services span from concept engineering to facility qualification on a global scale, caterin..."
Nutriley Healthcare Pvt. Ltd.,IN,"Visit us at stand 3.F18 , subevent CPHI India 2025",
INDIAN CORK MILLS PRIVATE LIMITED,IN,"Visit us at stand RH.L35 , subevent P-MEC India 2025",
Huhtamaki India Pvt. Ltd.,IN,"Visit us at stand RH.C49 , subevent P-MEC India 2025",
RAPIDion Water Pvt. Ltd.,IN,"Visit us at stand RH.A65 , subevent P-MEC India 2025",
Veolia Water Technologies and Solutions (India) Pvt. Ltd.,IN,"Visit us at stand 15.B55 , subevent P-MEC India 2025",
Sunny Sterile Products,IN,"Visit us at stand 14.D57 , subevent P-MEC India 2025",
Raajratna Stainless Pvt. Ltd.,IN,"Visit us at stand 14.B53 , subevent P-MEC India 2025",
Nihaar Equipment Pvt. Ltd.,IN,"Visit us at stand RH.A31 , subevent P-MEC India 2025",
Saint-Gobain,IN,"Visit us at stand RH.M48 , subevent P-MEC India 2025","Saint-Gobain Life Sciences is uniquely positioned to design and manufacture complete, closed systems specific to our customers' needs. Saint-Gobain Life Sciences is a preferred and trusted partner from design to production of single-use assemblies. ..."
Crozair Technicea Pvt Ltd,IN,"Visit us at stand 15A.B49 , subevent P-MEC India 2025","Real problems need Real answers. We're the perfect match for your strategic critical vacuum needs, because we work hand in glove with our customers across all organizational boundaries. And this close -knit spirit of cooperation has helped us in dev..."
